links,name,company,location,position,salary,level
https://www.seek.com.au/job/80298620?type=standout&ref=search-standalone,Senior Control Systems Engineer,TRS Staffing Solutions (Australia) Pty Ltd ,Perth WA,Electrical/Electronic Engineering (Engineering),"$155,000 – $170,000 per year",Full time
https://www.seek.com.au/job/79825396?type=standout&ref=search-standalone,Control System Engineer,Austcorp Executive ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),"$120,000 - $180,000",Full time
https://www.seek.com.au/job/79908391?type=standout&ref=search-standalone,Graduate Service Engineer,N/A,Perth WA,Electrical/Electronic Engineering (Engineering),"$84k – $85k Total package (base, super, car)",Full time
https://www.seek.com.au/job/79841288?type=standout&ref=search-standalone,Sr. Control Systems Engineer,Accenture ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80019985?type=promoted&ref=search-standalone,Senior Control Systems Engineer,J & P Richardson Industries Pty Ltd ,"Wacol, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79749850?type=promoted&ref=search-standalone,Electrical Engineer,Centralian Controls ,"Royal Park, Adelaide SA",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80195634?type=standard&ref=search-standalone,Process Control Engineer / Systems Engineer / 6 Months Contract / Perth,Allura Partners ,Perth WA,Networks & Systems Administration (Information & Communication Technology),"$1,250",Contract/Temp
https://www.seek.com.au/job/80087496?type=standard&ref=search-standalone,Control Systems IT/OT Engineer,Provecta Process Automation ,"Haymarket, Sydney NSW",Networks & Systems Administration (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79905330?type=standout&ref=search-standalone,Control Systems Engineer,Paxus ,Adelaide SA,Engineering - Network (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80168706?type=standout&ref=search-standalone,Test Automation Engineers (APS5 & APS6) ,Australian Bureau of Statistics ,"Geelong, South West Coast VIC",Testing & Quality Assurance (Information & Communication Technology)Government - Federal (Government & Defence),Salary from $82K; package to 120K inc. super,Full time
https://www.seek.com.au/job/79903892?type=standout&ref=search-standalone,Graduate Controls Engineer,Dematic Pty Ltd ,"Belrose, Sydney NSW",Materials Handling Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80134534?type=standout&ref=search-standalone,Plant System Engineer,Colgate Palmolive ,"Villawood, Sydney NSW",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79677879?type=standout&ref=search-standalone,Autonomy Engineer,Brunel ,"East Perth, Perth WA",Engineering - Hardware (Information & Communication Technology),6-Figure Yearly Salary Equivalent,Contract/Temp
https://www.seek.com.au/job/79825396?type=standout&ref=search-standalone,Control System Engineer,Austcorp Executive ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),"$120,000 - $180,000",Full time
https://www.seek.com.au/job/79694517?type=standout&ref=search-standalone,Service Engineer,N/A,Melbourne VIC,Field Engineering (Engineering),$98K– $115K Total Package PA (Incl. car & super),Full time
https://www.seek.com.au/job/79704554?type=standard&ref=search-standalone,Control Systems Engineer,Paxus ,Adelaide SA,Engineering - Network (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79912429?type=standard&ref=search-standalone,Project Engineer Controls Systems/Electrical   ,Ausjobz ,Perth WA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79930154?type=standout&ref=search-standalone,Control Systems Engineer - Water/Wastewater,NES Fircroft ,"Wacol, Brisbane QLD",Electrical/Electronic Engineering (Engineering),"$155,000 to $167,000 Super included",Full time
https://www.seek.com.au/job/79789398?type=standout&ref=search-standalone,Technical Sales Engineer - Industrial Automation,N/A,Sydney NSW,New Business Development (Sales),"$95,000 – $105,000 p/year + Super + Car + Bonus ",Full time
https://www.seek.com.au/job/79689227?type=standout&ref=search-standalone,Process Control Engineer - ASAP start,CSR Limited ,"Ingleburn, Sydney NSW",Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79751444?type=standout&ref=search-standalone,O&M Engineer,Recurrent Energy ,Melbourne VIC,Maintenance (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79751641?type=standout&ref=search-standalone,2 X Control Systems Engineers - Perth Based,Embedded Expertise ,Perth WA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79872642?type=standard&ref=search-standalone,Support Engineer - Mining Robotics,Universal Field Robots ,"Eagle Farm, Brisbane QLD",Other (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79650828?type=standout&ref=search-standalone,Process Control System Engineer,Programmed ,Melbourne VIC,Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80110458?type=standout&ref=search-standalone,Mechatronic Engineer,BARD Engineering ,"Archerfield, Brisbane QLD",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80105807?type=standard&ref=search-standalone,"Security Automation Engineer (scripting, automation tools)",Green Light PS Pty Ltd ,Melbourne VIC,Security (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79749850?type=promoted&ref=search-standalone,Electrical Engineer,Centralian Controls ,"Royal Park, Adelaide SA",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79985994?type=promoted&ref=search-standalone,ITS and OMCS Engineer,Coffs Harbour Bypass Team ,"Coffs Harbour, Coffs Harbour & North Coast NSW",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79844292?type=standout&ref=search-standalone,Senior Control Systems Engineer / Automation Engineer,SAFEgroup Automation ,"Gladstone, Gladstone & Central QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80152128?type=standard&ref=search-standalone,Electrical Engineer,Hayes Spraying ,"Goondiwindi, Toowoomba & Darling Downs QLD",Electrical/Electronic Engineering (Engineering),"$80,000 – $90,000 per year + super",Full time
https://www.seek.com.au/job/79718949?type=standout&ref=search-standalone,Group Controls Engineer,CSR Limited ,"Wetherill Park, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80199316?type=standout&ref=search-standalone,SCADA Engineer - Long Term Contract ,Embedded Expertise ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80019734?type=standout&ref=search-standalone,Service Engineer,N/A,Brisbane QLD,Field Engineering (Engineering),$98K– $115K - Total Package PA (Incl. Car & Super),Full time
https://www.seek.com.au/job/79784278?type=standout&ref=search-standalone,Service Engineer,N/A,Adelaide SA,Field Engineering (Engineering),$98K– $115K Total Package PA (Incl. Car & Super),Full time
https://www.seek.com.au/job/80099150?type=standout&ref=search-standalone,Proposals and Sales Support Engineer - Control Systems,Metso Australia Pty Ltd ,"West Perth, Perth WA",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79720195?type=standard&ref=search-standalone,Electrical / Control Systems Engineer,Thorburn Australia ,"Townsville, Northern QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79913880?type=standout&ref=search-standalone,Senior Control Systems Engineer,Airswift ,Perth WA,"Mining - Engineering & Maintenance (Mining, Resources & Energy)",Call for $$$!,Contract/Temp
https://www.seek.com.au/job/79956583?type=standout&ref=search-standalone,Lead Control Systems Engineer,Alliance Automation ,"Gladstone, Gladstone & Central QLD",Systems Engineering (Engineering),Excellent salary and employee benefits available,Full time
https://www.seek.com.au/job/79719998?type=standout&ref=search-standalone,Electrical & Control System Engineer,Brunel ,"Newman, Port Hedland, Karratha & Pilbara WA",Electrical/Electronic Engineering (Engineering),$95 - $100 p.h.  + Super ,Contract/Temp
https://www.seek.com.au/job/80209628?type=standout&ref=search-standalone,Automation Design Engineering Officer,Energy Queensland Group ,"Rockhampton, Rockhampton & Capricorn Coast QLD",Electrical/Electronic Engineering (Engineering)Government - State (Government & Defence),$152K - $172K + 9 or 10 day f/night + 14.75% Super,Full time
https://www.seek.com.au/job/79855367?type=standout&ref=search-standalone,Technical Lead – Electrical/Automation,Bulla Dairy Foods ,"Colac, South West Coast VIC",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80263288?type=standout&ref=search-standalone,Commercial Sales Support Executive/ Commercial Sales Support Engineer,Pepperl+Fuchs (Aust) Pty Ltd ,"Campbellfield, Melbourne VIC",Sales Coordinators (Sales),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79750097?type=standout&ref=search-standalone,Operations Control Engineer,JD Ross Energy ,Canberra ACT,Electrical/Electronic Engineering (Engineering),Competitive,Full time
https://www.seek.com.au/job/80179889?type=standard&ref=search-standalone,Senior Controls Engineer - Australia,Northbridge Recruitment ,Sydney NSW,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79741309?type=standout&ref=search-standalone,Senior Control Systems Engineers,SAGE Automation ,Sydney NSW,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80243437?type=standout&ref=search-standalone,(Senior) Quality Analyst / Engineer - QA Automation Testing,PartsCheck ,"Seventeen Mile Rocks, Brisbane QLD",Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79896874?type=standard&ref=search-standalone,Network Engineer - (Monitoring & Automation) ,Robert Half ,Sydney NSW,Engineering - Network (Information & Communication Technology),$150k - $160k p.a. + Super,Full time
https://www.seek.com.au/job/80152441?type=standout&ref=search-standalone,EL1 Automation Test Engineer,Randstad Digital ,Canberra ACT,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79985994?type=promoted&ref=search-standalone,ITS and OMCS Engineer,Coffs Harbour Bypass Team ,"Coffs Harbour, Coffs Harbour & North Coast NSW",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80260823?type=promoted&ref=search-standalone,Software Engineer (DevOps) ,The Onset ,Sydney NSW,Engineering - Software (Information & Communication Technology),AUD 135000 - 150000 per annum,Full time
https://www.seek.com.au/job/79799511?type=standout&ref=search-standalone,Senior Control Systems Engineer - Oil & Gas experience,CONCENTIS PTY LTD ,Sydney NSW,"Oil & Gas - Engineering & Maintenance (Mining, Resources & Energy)",Up to $200K +,Full time
https://www.seek.com.au/job/80197808?type=standard&ref=search-standalone,Cyber Visibility Automation Engineer,Service NSW ,Sydney NSW,Security (Information & Communication Technology),$122017.0k - $146966.0k p.a.,Full time
https://www.seek.com.au/job/79934415?type=standard&ref=search-standalone,Senior Control Systems Engineer,Freshwater Group ,"Kingsgrove, Sydney NSW",Electrical/Electronic Engineering (Engineering),"$130,000 – $150,000 per year",Full time
https://www.seek.com.au/job/80233951?type=standout&ref=search-standalone,Smart Factory - Technician,Novon Lighting ,"Arndell Park, Sydney NSW","Machine Operators (Manufacturing, Transport & Logistics)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80019819?type=standout&ref=search-standalone,Control Systems Engineer,Hays | Resources & Mining ,"Townsville, Northern QLD","Mining - Engineering & Maintenance (Mining, Resources & Energy)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80064433?type=standout&ref=search-standalone,Solutions Sales Engineer - Automation & Intralogistics,Diverseco Pty Ltd ,Melbourne VIC,New Business Development (Sales),Competitive Salary Package,Full time
https://www.seek.com.au/job/80019985?type=standout&ref=search-standalone,Senior Control Systems Engineer,J & P Richardson Industries Pty Ltd ,"Wacol, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79723432?type=standout&ref=search-standalone,Senior Electrical Engineer,Alliance Automation ,"Morningside, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Excellent salary and employee benefits available,Full time
https://www.seek.com.au/job/80202241?type=standout&ref=search-standalone,Senior Control Systems Engineer,Embedded Expertise ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79985664?type=standout&ref=search-standalone,Electrical & Controls Engineer,Sedgman Limited ,Brisbane QLD,"Mining - Engineering & Maintenance (Mining, Resources & Energy)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79649612?type=standout&ref=search-standalone,Senior Controls Engineer,Dematic Pty Ltd ,Melbourne VIC,Materials Handling Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79934546?type=standout&ref=search-standalone,Electrical Automation Technician,Electric Control Solutions Pty Ltd ,"Edwardstown, Adelaide SA",Electricians (Trades & Services),$45 – $60 per hour,Full time
https://www.seek.com.au/job/80258273?type=standout&ref=search-standalone,BMS SMWX Project Engineer,Schneider Electric ,Perth WA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80122573?type=standout&ref=search-standalone,AGV Technical Team Lead - Mobile Automation,Dematic Pty Ltd ,"Belrose, Sydney NSW",Materials Handling Engineering (Engineering),attractive package and great co benefits,Full time
https://www.seek.com.au/job/79760452?type=standout&ref=search-standalone,QA Automation Engineer - Financial Markets,The Argyle Network ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),AUD 100000 - 150000 per annum,Full time
https://www.seek.com.au/job/80209621?type=standout&ref=search-standalone,Automation Design Engineering Officer,Energy Queensland Group ,"Townsville, Northern QLD",Electrical/Electronic Engineering (Engineering)Government - State (Government & Defence),$152K - $172K + 9 or 10 day f/night + 14.75% Super,Full time
https://www.seek.com.au/job/80176834?type=standout&ref=search-standalone,Senior Control Systems Engineer,Embedded Expertise ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79721537?type=standout&ref=search-standalone,Process Control Systems Engineers - 3 Week Assignment ,Brunel ,"Bertram, Perth WA",Electrical/Electronic Engineering (Engineering),$90 - $105 p.d.,Contract/Temp
https://www.seek.com.au/job/79912009?type=standard&ref=search-standalone,Automation technician,N/A,"Kingston, Brisbane QLD",Technicians (Trades & Services),"$73,500 – $75,000 per year",Full time
https://www.seek.com.au/job/80207311?type=standout&ref=search-standalone,Senior Control Scheme Engineer,Powerlink Queensland ,"Virginia, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80270353?type=promoted&ref=search-standalone,Senior Smart Buildings Consultant,Stantec Australia Pty Ltd ,Perth WA,Building Services Engineering (Engineering),All employees get Salary Continuance Insurance,Full time
https://www.seek.com.au/job/80102948?type=promoted&ref=search-standalone,Application Design Engineer,Schneider Electric ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80013551?type=standout&ref=search-standalone,Quality Engineer - Beam,Australian Retirement Trust ,Brisbane QLD,Testing & Quality Assurance (Information & Communication Technology),Great salary plus 14% super and 12% bonus,Full time
https://www.seek.com.au/job/80019368?type=standout&ref=search-standalone,Staff/Lead Network Automation Engineer,Commonwealth Bank – Technology ,"Eveleigh, Sydney NSW",Engineering - Network (Information & Communication Technology),Annual Bonus,Full time
https://www.seek.com.au/job/79844288?type=standout&ref=search-standalone,Batch Services Engineer - Automation & Tools (Contract),"Talent – Specialists in tech, transformation & beyond ","Barangaroo, Sydney NSW",Other (Consulting & Strategy),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79715406?type=standard&ref=search-standalone,Senior Mechatronics Engineer,MANTECH INTERNATIONAL SYSTEMS RECRUITMENT ,Brisbane QLD,Industrial Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79749850?type=standout&ref=search-standalone,Electrical Engineer,Centralian Controls ,"Royal Park, Adelaide SA",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80025303?type=standout&ref=search-standalone,Instrument & Control Engineer I,Gilmour Space Technologies Pty Ltd ,"Bowen, Northern QLD",Electrical/Electronic Engineering (Engineering),Base Salary + Super ,Full time
https://www.seek.com.au/job/79652872?type=standout&ref=search-standalone,Senior Control Systems Engineer,Embedded Expertise ,Perth WA,Electrical/Electronic Engineering (Engineering),$100.00 - $120.00 p.h.,Contract/Temp
https://www.seek.com.au/job/79634840?type=standard&ref=search-standalone,Senior Controls System Engineer,Coengineer Pty Ltd ,"Parramatta, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79649628?type=standout&ref=search-standalone,Senior Controls Engineer,Dematic Pty Ltd ,Sydney NSW,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79741972?type=standout&ref=search-standalone,Senior Systems Engineer,SAGE Automation ,Hobart TAS,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79957723?type=standout&ref=search-standalone,Electrical Automation Technician,ENCABA GROUP PTY LTD ,"Winnellie, Darwin NT",Electricians (Trades & Services),$50 – $65 p/h + penalties + vehicle,Full time
https://www.seek.com.au/job/79796858?type=standard&ref=search-standalone,Controls System Engineer,Michael Page ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),$$$,Full time
https://www.seek.com.au/job/79855145?type=standard&ref=search-standalone,Robotic Implementation Specialist ,CSG Talent ,Melbourne VIC,"Warehousing, Storage & Distribution (Manufacturing, Transport & Logistics)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80305463?type=standout&ref=search-standalone,Supply Chain Engineer - Electrical: SSN AUKUS Build Program,ASC ,"Osborne, Adelaide SA",Electrical/Electronic Engineering (Engineering),Attractive salary and industry leading benefits,Full time
https://www.seek.com.au/job/80146801?type=standard&ref=search-standalone,Controls Technician,Synchronous Building Automation ,Sydney NSW,Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79529583?type=standard&ref=search-standalone,"Applications Engineer/Technician Engineer – Design, Commissioning and R&D",Exhaust Control Industries ,"Salisbury, Brisbane QLD",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79966018?type=standout&ref=search-standalone,Senior Automation Technician,SAGE Automation ,Darwin NT,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80202689?type=standout&ref=search-standalone,Project Manager,Cromarty ,Hobart TAS,Project Management (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80293563?type=standout&ref=search-standalone,Sales Process Engineer I Melbourne,Austcorp Executive ,Melbourne VIC,Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80260823?type=standout&ref=search-standalone,Software Engineer (DevOps) ,The Onset ,Sydney NSW,Engineering - Software (Information & Communication Technology),AUD 135000 - 150000 per annum,Full time
https://www.seek.com.au/job/80263973?type=promoted&ref=search-standalone,Electrical Project Engineer,Complex Electrical (CE Group) Pty Ltd ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79931912?type=promoted&ref=search-standalone,Graduate Engineer,Chemring Australia Pty. Ltd. ,"Lara, South West Coast VIC",Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79967810?type=standout&ref=search-standalone,Senior Control System Engineer,Aurecon ,Perth WA,Electrical/Electronic Engineering (Engineering),Attractive salary and flexible working!,Full time
https://www.seek.com.au/job/80286329?type=standout&ref=search-standalone,Additive Manufacturing Development Engineer - AMRF,"Department of Planning, Housing and Infrastructure ","Penrith, Sydney NSW",Mechanical Engineering (Engineering)Government - State (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80202883?type=standout&ref=search-standalone,Project Manager,Cromarty ,"Devonport, Devonport & North West TAS",Project Management (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80297396?type=standout&ref=search-standalone,Senior Instrumentation Engineer,Airswift ,Perth WA,"Oil & Gas - Engineering & Maintenance (Mining, Resources & Energy)",Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79328695?type=standout&ref=search-standalone,Senior Control Systems Engineer,Airswift ,Perth WA,Electrical/Electronic Engineering (Engineering),$$ Competitive Salary $$,Contract/Temp
https://www.seek.com.au/job/79748128?type=standout&ref=search-standalone,Senior Control Systems Engineer,Embedded Expertise ,Perth WA,Electrical/Electronic Engineering (Engineering),$100.00 - $120.00 p.h.,Contract/Temp
https://www.seek.com.au/job/80140909?type=standout&ref=search-standalone,Service Delivery Lead,SAGE Automation ,"Southbank, Melbourne VIC",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79746058?type=standout&ref=search-standalone,Electrical & Control Supervisor,Teys Australia Pty Ltd ,"Port of Brisbane, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Great salary + bonus opportunity + meat allowance ,Full time
https://www.seek.com.au/job/80255003?type=standout&ref=search-standalone,Safety Engineer Specialist | 12 Month Fixed Term,Petstock Group ,Melbourne VIC,Systems Engineering (Engineering),"Great benefits for you,your family & pets!",Full time
https://www.seek.com.au/job/80268533?type=standout&ref=search-standalone,Systems Engineer,SPX AtoN ,"Somerville, Mornington Peninsula & Bass Coast VIC",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79985994?type=standout&ref=search-standalone,ITS and OMCS Engineer,Coffs Harbour Bypass Team ,"Coffs Harbour, Coffs Harbour & North Coast NSW",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79903507?type=standout&ref=search-standalone,Electrical Engineer - Junior,Embedded Expertise ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80256864?type=standard&ref=search-standalone,Automation Test Engineer (AccelQ) - Immediate Start with Good Rates,Advance Delivery Consulting ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80264540?type=standard&ref=search-standalone,BMS Service Technician,Synchronous Building Automation ,Canberra ACT,Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80147469?type=standout&ref=search-standalone,Senior Power Systems Engineer,SAFEgroup Automation ,"Gladstone, Gladstone & Central QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80178601?type=standout&ref=search-standalone,Staff Quality Engineer,Commonwealth Bank – Technology ,"Eveleigh, Sydney NSW",Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80263777?type=standout&ref=search-standalone,Project Engineer,insignia ,Sydney NSW,Project Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80202786?type=standout&ref=search-standalone,Project Manager,Cromarty ,"Launceston, Launceston & North East TAS",Project Management (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79950573?type=standard&ref=search-standalone,Industrial / Mechanical Engineer - Medication Packing Robot Development,Discount Chemist Online ,"Quakers Hill, Sydney NSW",Mechanical Engineering (Engineering),"$85,000 – $90,000 per year",Full time
https://www.seek.com.au/job/80268045?type=standout&ref=search-standalone,Pre-Production - CabinetVision Automation Technician,Scott Group Management Pty Ltd ,"Armidale, Tamworth & North West NSW",Carpentry & Cabinet Making (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80200590?type=promoted&ref=search-standalone,Site Reliability Engineer,Seisma ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80258430?type=promoted&ref=search-standalone,Senior Engineer,Insite Contracting ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80177985?type=standout&ref=search-standalone,SCADA Commissioning Support Engineer,Sydney Water ,"Parramatta, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80296077?type=standout&ref=search-standalone,Technical Manager,VISY ,"Campbellfield, Melbourne VIC",Management (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79966874?type=standard&ref=search-standalone,Technical Solutions Specialist (Graduate Engineer),Brooks Automation ,"Virginia, Brisbane QLD",Other (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80151894?type=standout&ref=search-standalone,Robotic Process Automation Developer- (12 months fixed-term),Bendigo and Adelaide Bank ,Adelaide SA,Developers/Programmers (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79851776?type=standout&ref=search-standalone,Senior Process Control Engineer,Titan Recruitment Pty Ltd ,Perth WA,Electrical/Electronic Engineering (Engineering),Open To Salary/Rate Expectations ,Contract/Temp
https://www.seek.com.au/job/80017383?type=standout&ref=search-standalone,Communications and Control Engineer,Unitywater ,"Maroochydore, Sunshine Coast QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79753442?type=standout&ref=search-standalone,Electrical/Controls Engineer,WorkPac - Mining Qld ,"Boyne Island, Gladstone & Central QLD",Electrical/Electronic Engineering (Engineering),$101.39 per hour,Casual/Vacation
https://www.seek.com.au/job/80151036?type=standard&ref=search-standalone,Senior Network Cloud Automation Engineer- Major Bank ,Bluefin Resources Pty Limited ,Sydney NSW,Engineering - Network (Information & Communication Technology),AUD 170000 - 185000 per annum,Full time
https://www.seek.com.au/job/80287053?type=standout&ref=search-standalone,Senior Applications Engineer - AMRF,"Department of Planning, Housing and Infrastructure ","Penrith, Sydney NSW",Mechanical Engineering (Engineering)Government - State (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80173052?type=standout&ref=search-standalone,Process Automation Analyst,AGL ,"Docklands, Melbourne VIC","Analysis & Reporting (Mining, Resources & Energy)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80285821?type=standout&ref=search-standalone,Advanced BMS Project Engineer,Honeywell Ltd ,"Badgerys Creek, Sydney NSW",Building Services Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80103019?type=standout&ref=search-standalone,Automation Test Specialist,NES Fircroft ,Perth WA,Testing & Quality Assurance (Information & Communication Technology),Market Rate,Contract/Temp
https://www.seek.com.au/job/79903886?type=standout&ref=search-standalone,Senior Control Systems Engineer,Embedded Expertise ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79894319?type=standard&ref=search-standalone,Electrical Engineering Technician,CMC Automation and Electrical ,"Emu Plains, Sydney NSW",Electrical/Electronic Engineering (Engineering),$42 – $46 per hour,Full time
https://www.seek.com.au/job/80274919?type=standout&ref=search-standalone,Network Engineer/Technician,Operational Intelligence ,Melbourne VIC,Engineering - Network (Information & Communication Technology),"$85,000 – $95,000 per year",Full time
https://www.seek.com.au/job/79827395?type=standout&ref=search-standalone,Network Automation Engineer,Preacta Recruitment ,Perth WA,Engineering - Network (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
