links,name,company,location,position,salary,level
https://www.seek.com.au/job/79750831?type=standout&ref=search-standalone,Senior Support Engineer (NOC),SAGE Automation ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80146058?type=standout&ref=search-standalone,"Electrical, Instrumentation and Controls Engineer",INCITEC PIVOT LIMITED ,"Murarrie, Brisbane QLD",Electrical/Electronic Engineering (Engineering),"$140,000 – $150,000 per year",Full time
https://www.seek.com.au/job/79931912?type=standout&ref=search-standalone,Graduate Engineer,Chemring Australia Pty. Ltd. ,"Lara, South West Coast VIC",Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80263548?type=standout&ref=search-standalone,Graduate Mechatronics/Mechanical Engineer,Aussie Lifts Pty Ltd ,"Acacia Ridge, Brisbane QLD",Mechanical Engineering (Engineering),"$74,000 + CPD Budget",Full time
https://www.seek.com.au/job/80290085?type=promoted&ref=search-standalone,Senior Security Engineer,The Decipher Bureau ,Sydney NSW,Security (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79964825?type=promoted&ref=search-standalone,Electrical Engineer,Becker Mining Australia Pty Ltd ,"Thornton, Newcastle, Maitland & Hunter NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80090155?type=standout&ref=search-standalone,Technical Trainer (Automation & Control Systems),Fluence ,Melbourne VIC,Workplace Training & Assessment (Education & Training),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80196726?type=standout&ref=search-standalone,Electrical Engineer,Austcorp Executive ,Adelaide SA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79849200?type=standout&ref=search-standalone,Electrical Engineer - Junior Level,Embedded Expertise ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80060125?type=standout&ref=search-standalone,Solutions Sales Engineer - Automation & Robotics,Diverseco Pty Ltd ,"Seven Hills, Sydney NSW",Sales Representatives/Consultants (Sales),Competitive Salary Package,Full time
https://www.seek.com.au/job/79798742?type=standard&ref=search-standalone,Senior Service & Controls Engineer Beverage Packaging Equipment,Graphic Packaging International Australia Converting Ltd ,"Regents Park, Sydney NSW",Field Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79688835?type=standout&ref=search-standalone,Mechatronics Engineer - Junior,MJM Recruit ,"Bayside & South Eastern Suburbs, Melbourne VIC",Electrical/Electronic Engineering (Engineering),"$75,000 – $85,000 per year",Full time
https://www.seek.com.au/job/79650721?type=standout&ref=search-standalone,"Electrical, Instrumentation and Controls Engineer",INCITEC PIVOT LIMITED ,Perth WA,Electrical/Electronic Engineering (Engineering),"$140,000 – $150,000 per year",Full time
https://www.seek.com.au/job/80240973?type=standout&ref=search-standalone,Azure Engineer,Chrama Pty Ltd ,Canberra ACT,Engineering - Software (Information & Communication Technology),$145 – $155 per hour,Contract/Temp
https://www.seek.com.au/job/80044734?type=standout&ref=search-standalone,Electrical & Automation Supervisor,Accolade Wines Australia ,"Berri, Riverland & Murray Mallee SA","Team Leaders/Supervisors (Manufacturing, Transport & Logistics)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80102948?type=standout&ref=search-standalone,Application Design Engineer,Schneider Electric ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79994172?type=standout&ref=search-standalone,Engineer Electrical Senior,Civmec Construction & Engineering ,Perth WA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79897974?type=standout&ref=search-standalone,Automation Test Engineer/Senior QA Engineer,BTI Executive Search ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80297083?type=standard&ref=search-standalone,Service Technician,Emerson Automation Solutions ,Sydney NSW,Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80238780?type=standout&ref=search-standalone,R&D Engineer - Mechatronics,Nanosonics Limited ,"Macquarie Park, Sydney NSW",Other (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79690124?type=standout&ref=search-standalone,Senior Systems Engineer,WorkPac – Technical Professional ,Perth WA,Systems Engineering (Engineering),$118.29 per hour,Casual/Vacation
https://www.seek.com.au/job/79996559?type=standout&ref=search-standalone,Senior Process Control Engineer,South32 Group Operations Pty Ltd ,"Collie, Bunbury & South West WA",Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79700591?type=standout&ref=search-standalone,Operational Technology Engineer ,Davidson ,Melbourne VIC,Other (Information & Communication Technology),"$150,000 - $170,000 + Superannuation ",Full time
https://www.seek.com.au/job/80044883?type=standout&ref=search-standalone,Tosca Test Automation Engineer,Attribute Group ,Melbourne VIC,Testing & Quality Assurance (Information & Communication Technology),"$130,000 package",Full time
https://www.seek.com.au/job/79988493?type=standout&ref=search-standalone,QA Engineer - Automation / Mobile / API's,Woolworths Group ,"Surry Hills, Sydney NSW",Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80015365?type=standout&ref=search-standalone,Smart Grid Systems Engineer,CitiPower and Powercor Australia ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79985705?type=promoted&ref=search-standalone,M&E Engineer,Coffs Harbour Bypass Team ,"Coffs Harbour, Coffs Harbour & North Coast NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79964825?type=promoted&ref=search-standalone,Electrical Engineer,Becker Mining Australia Pty Ltd ,"Thornton, Newcastle, Maitland & Hunter NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80097507?type=standout&ref=search-standalone,Senior PCS Engineer,Technical Resources Pty Ltd ,"Port Hedland, Karratha & Pilbara WA",Electrical/Electronic Engineering (Engineering),"$170,000 – $190,000 per year",Full time
https://www.seek.com.au/job/80201205?type=standout&ref=search-standalone,Senior I&E Engineer,Resourceful Recruitment ,Brisbane QLD,"Oil & Gas - Engineering & Maintenance (Mining, Resources & Energy)",Up to $1200 / day,Contract/Temp
https://www.seek.com.au/job/80270353?type=standout&ref=search-standalone,Senior Smart Buildings Consultant,Stantec Australia Pty Ltd ,Perth WA,Building Services Engineering (Engineering),All employees get Salary Continuance Insurance,Full time
https://www.seek.com.au/job/79939894?type=standout&ref=search-standalone,OT Engineer,Davidson ,Sydney NSW,Systems Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80205698?type=standout&ref=search-standalone,Software Automation Test Engineer,Real Time ,Melbourne VIC,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80292332?type=standout&ref=search-standalone,Lead OT Engineering Consultant - Cybersecurity,Alliance Automation ,"Morningside, Brisbane QLD",Security (Information & Communication Technology),Excellent salary and employee benefits available,Full time
https://www.seek.com.au/job/79903378?type=standard&ref=search-standalone,Automation Test Engineer,AYAN INFOTECH PTY LTD ,Melbourne VIC,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79798068?type=standard&ref=search-standalone,Electrical Engineering Technician,Biro Strategy ,Sydney NSW,Electrical/Electronic Engineering (Engineering),"$75,000 – $100,000 per year",Full time
https://www.seek.com.au/job/80269791?type=standout&ref=search-standalone,Graduate Electrical Engineer - Water Infrastructure,Toowoomba Regional Council ,"Toowoomba, Toowoomba & Darling Downs QLD",Electrical/Electronic Engineering (Engineering)Government - Local (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80196836?type=standout&ref=search-standalone,Advanced Project Engineer - BMS,Honeywell Ltd ,"North Ryde, Sydney NSW",Building Services Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80113859?type=standout&ref=search-standalone,BMS Service Engineer,Austcorp Executive ,Sydney NSW,Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80286819?type=standout&ref=search-standalone,Composites Development Engineer - AMRF,"Department of Planning, Housing and Infrastructure ","Penrith, Sydney NSW",Civil/Structural Engineering (Engineering)Government - State (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79738612?type=standout&ref=search-standalone,Lead Control Systems Engineer - Mining & Metals,Bechtel Australia Pty Ltd ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80200590?type=standout&ref=search-standalone,Site Reliability Engineer,Seisma ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80054376?type=standout&ref=search-standalone,Electrical Engineer,Resourceful Recruitment ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),160-180 Package - Grow your Career - Project Role,Full time
https://www.seek.com.au/job/80263973?type=standout&ref=search-standalone,Electrical Project Engineer,Complex Electrical (CE Group) Pty Ltd ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80015632?type=standout&ref=search-standalone,System Engineer - SCADA/OT,National Workforce ,Melbourne VIC,Engineering - Software (Information & Communication Technology),$170K p.a + super and bonus up to 10%,Full time
https://www.seek.com.au/job/80286940?type=standard&ref=search-standalone,Sales Representative,N/A,"Mulgrave, Melbourne VIC",New Business Development (Sales),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80240951?type=standard&ref=search-standalone,Service Technician,Vanderlande Industries Australia Pty Ltd ,"Marsden Park, Sydney NSW",Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80097933?type=standout&ref=search-standalone,Staff Engineer,The University of Sydney ,"Camperdown, Sydney NSW",Aerospace Engineering (Engineering),$108557 - $118267 p.a.,Full time
https://www.seek.com.au/job/80102493?type=promoted&ref=search-standalone,"Customer Project Principal Planner, Data Centres",Schneider Electric ,Brisbane QLD,Programme & Project Management (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80141086?type=promoted&ref=search-standalone,Software Test Engineer - .Net / C# / MS SQL Server,Dematic Pty Ltd ,"Belrose, Sydney NSW",Testing & Quality Assurance (Information & Communication Technology),"excellent onboarding, career development, travel",Full time
https://www.seek.com.au/job/80054274?type=standout&ref=search-standalone,Electrical Engineer,Resourceful Recruitment ,"Leeton, Wagga Wagga & Riverina NSW",Electrical/Electronic Engineering (Engineering),160-180 Package - Grow your Career - Project Role,Full time
https://www.seek.com.au/job/80054343?type=standout&ref=search-standalone,Electrical Engineer,Resourceful Recruitment ,Sydney NSW,Electrical/Electronic Engineering (Engineering),160-180 Package - Grow your Career - Project Role,Full time
https://www.seek.com.au/job/79943207?type=standout&ref=search-standalone,Graduate Engineer,Fuse Recruitment ,"Salisbury, Brisbane QLD",Industrial Engineering (Engineering),Competitive Salary + Super,Full time
https://www.seek.com.au/job/79845228?type=standout&ref=search-standalone,Electrical Automation Technician,Treasury Wine Estates Limited ,"Barossa Goldfields, Adelaide Hills & Barossa SA",Electricians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80194169?type=standout&ref=search-standalone,Senior Project Engineer,Lactalis ,"Dandenong South, Melbourne VIC",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79997201?type=standout&ref=search-standalone,Automation Specialist,HCF Australia ,Sydney NSW,Other (Banking & Financial Services),Competitive Package,Full time
https://www.seek.com.au/job/79881978?type=standout&ref=search-standalone,Instrumentation & Control Systems Designer,Bechtel Australia Pty Ltd ,Brisbane QLD,Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80232454?type=standout&ref=search-standalone,Lead Power Systems Engineer,Aurecon ,Brisbane QLD,Electrical/Electronic Engineering (Engineering),Competitive salary & benefits,Full time
https://www.seek.com.au/job/79742472?type=standard&ref=search-standalone,Lead Test Automation Engineer,FinXL IT Professional Services ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),Up to $850 inc super p.d. or fix-term salary,Contract/Temp
https://www.seek.com.au/job/79653383?type=standout&ref=search-standalone,Night Shift Automation Technician (A-Grade Electrical Licence Required),BRE Services Co P/L ,"Scoresby, Melbourne VIC",Electricians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79964825?type=standout&ref=search-standalone,Electrical Engineer,Becker Mining Australia Pty Ltd ,"Thornton, Newcastle, Maitland & Hunter NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80280203?type=standout&ref=search-standalone,BMS Technician,Johnson Controls ,Sydney NSW,Technicians (Trades & Services),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79658786?type=standout&ref=search-standalone,Control Systems Integrator BMS,Salexo Consulting ,Melbourne VIC,Technicians (Trades & Services),"$70,000 – $90,000 per year",Full time
https://www.seek.com.au/job/80167068?type=standout&ref=search-standalone,Senior Electrical Engineer,OrgMent Talent Solutions ,"Bayswater, Melbourne VIC",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80221582?type=standard&ref=search-standalone,Embedded Systems Engineer,GreaseBoss ,"Birtinya, Sunshine Coast QLD",Other (Engineering),"$90,000 – $100,000 per year",Full time
https://www.seek.com.au/job/80209104?type=standout&ref=search-standalone,Senior Test Automation Engineer - Java,Sinclair and Co ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),"168K package, inc super plus bonus",Full time
https://www.seek.com.au/job/80260637?type=standout&ref=search-standalone,CAM Programmer,HeliMods ,"Caloundra West, Sunshine Coast QLD",Aerospace Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80241504?type=standout&ref=search-standalone,Lead Electrical Engineer,Gilmour Space Technologies Pty Ltd ,"Yatala, Gold Coast QLD",Electrical/Electronic Engineering (Engineering),Base salary plus superannuation,Full time
https://www.seek.com.au/job/80178300?type=standout&ref=search-standalone,Control Systems Administrator,CS Energy ,"Biloela, Gladstone & Central QLD",Networks & Systems Administration (Information & Communication Technology)Government - State (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80169037?type=standout&ref=search-standalone,Application Engineer - Power Distribution,Eaton Electrical Australia P/L ,"Mascot, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80289187?type=promoted&ref=search-standalone,Senior DevOps Engineer,Greenstone Financial Services ,"Bella Vista, Sydney NSW",Developers/Programmers (Information & Communication Technology),"$135,000 - $17,000",Full time
https://www.seek.com.au/job/80141086?type=promoted&ref=search-standalone,Software Test Engineer - .Net / C# / MS SQL Server,Dematic Pty Ltd ,"Belrose, Sydney NSW",Testing & Quality Assurance (Information & Communication Technology),"excellent onboarding, career development, travel",Full time
https://www.seek.com.au/job/80292943?type=standout&ref=search-standalone,Senior Software Engineer - Quality Engineering,Commonwealth Bank – Technology ,Sydney NSW,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80278779?type=standout&ref=search-standalone,Senior Cloud Automation Engineer (Kubernetes SME),Profusion PAC Pty Ltd ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80201214?type=standout&ref=search-standalone,Electrical Engineer,Heat and Control Pty Ltd ,"Mount Gravatt East, Brisbane QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80287234?type=standout&ref=search-standalone,Senior Tooling Design Engineer- AMRF,"Department of Planning, Housing and Infrastructure ","Penrith, Sydney NSW",Mechanical Engineering (Engineering)Government - State (Government & Defence),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80195496?type=standout&ref=search-standalone,Mechanical Engineer,Invetech ,"Mount Waverley, Melbourne VIC",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80089198?type=standard&ref=search-standalone,Test / Integration Engineer,Vanderlande Industries Australia Pty Ltd ,"Moorebank, Sydney NSW",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80257852?type=standout&ref=search-standalone,Senior Mechanical Engineer,Invetech ,"Mount Waverley, Melbourne VIC",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79978686?type=standout&ref=search-standalone,Service Engineer – Machine Tools,All Manufacturing Personnel ,Sydney NSW,Technicians (Trades & Services),$100k+ package ,Full time
https://www.seek.com.au/job/79929480?type=standout&ref=search-standalone,Solution Architect - BMS / Automation,Carrier Australia ,Melbourne VIC,Building Services Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80258430?type=standout&ref=search-standalone,Senior Engineer,Insite Contracting ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79943806?type=standout&ref=search-standalone,Senior Controls Systems Engineer,Resourceful Recruitment ,Brisbane QLD,"Oil & Gas - Engineering & Maintenance (Mining, Resources & Energy)","Up to $200,000 + super",Full time
https://www.seek.com.au/job/79985099?type=standout&ref=search-standalone,Senior Charging Communications System Engineer,Fortescue ,Perth WA,Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80029261?type=standout&ref=search-standalone,BMS Service Engineer,Schneider Electric ,Sydney NSW,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80116927?type=standout&ref=search-standalone,Electrical Reliability Engineer,Mackay Sugar ,"Mackay, Mackay & Coalfields QLD",Maintenance (Engineering),"$145,000 - $160,000 TFR + Annual Salary Reviews",Full time
https://www.seek.com.au/job/80273607?type=standout&ref=search-standalone,Maintenance Technician ,"Talent – Specialists in tech, transformation & beyond ","Strathfield, Sydney NSW",Maintenance (Engineering),"$79399 - $98454 p.a. + excluding shift loading, an",Full time
https://www.seek.com.au/job/79840350?type=standout&ref=search-standalone,IGNITION MES Engineer,Cyient Australia Pty Ltd ,Perth WA,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80095180?type=standout&ref=search-standalone,Mechanical Engineer,Invetech ,"Mount Waverley, Melbourne VIC",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79962110?type=standard&ref=search-standalone,Mining Technology Engineer,MacLean Engineering ,"Wangara, Perth WA","Mining - Engineering & Maintenance (Mining, Resources & Energy)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79746077?type=standard&ref=search-standalone,Process Engineer,Vanderlande Industries Australia Pty Ltd ,"Dandenong South, Melbourne VIC",Process Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80231491?type=standout&ref=search-standalone,Testing and Commissioning Engineer I,MTR Corporation ,Sydney NSW,Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80273198?type=promoted&ref=search-standalone,Principal Engineer,"UpperGround by Hudson - Technology, Projects & Transformation ",Melbourne VIC,Developers/Programmers (Information & Communication Technology),Attractive Salary plus bonus scheme,Full time
https://www.seek.com.au/job/80289187?type=promoted&ref=search-standalone,Senior DevOps Engineer,Greenstone Financial Services ,"Bella Vista, Sydney NSW",Developers/Programmers (Information & Communication Technology),"$135,000 - $17,000",Full time
https://www.seek.com.au/job/79772084?type=standout&ref=search-standalone,SERVICE TECH SHEETMETAL or MECHATRONICS ENGINEER - VIC,recruitaustralia ,"Clayton, Melbourne VIC",Management (Engineering),Super + Car allowance + Secure Business.,Full time
https://www.seek.com.au/job/80197390?type=standard&ref=search-standalone,Pre Sales Engineer,N/A,"Shepparton, Shepparton & Goulburn Valley VIC",Project Engineering (Engineering),"$90,000 – $110,000 per year",Full time
https://www.seek.com.au/job/79715606?type=standout&ref=search-standalone,Tosca Automation Consultant,Wipro Revolution IT ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),no,Contract/Temp
https://www.seek.com.au/job/80167260?type=standout&ref=search-standalone,Plant Maintenance Reliability Engineer,Rheem Australia Pty Ltd ,"Rydalmere, Sydney NSW","Other (Manufacturing, Transport & Logistics)",Salary dependent on experience,Full time
https://www.seek.com.au/job/80174145?type=standout&ref=search-standalone,Mechanical Project Engineer,Lactalis ,Melbourne VIC,Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80192563?type=standout&ref=search-standalone,Graduate Mechanical Engineer,Invetech ,"Mount Waverley, Melbourne VIC",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/80205108?type=standout&ref=search-standalone,"Electrical Engineer - long-term, critical infrastructure.",Embedded Expertise ,Sydney NSW,Electrical/Electronic Engineering (Engineering),excellent hourly rate based on experience,Contract/Temp
https://www.seek.com.au/job/80114970?type=standout&ref=search-standalone,Senior Electrical - Instrument Control Engineer,Mackay Sugar ,"Mackay, Mackay & Coalfields QLD","Mining - Engineering & Maintenance (Mining, Resources & Energy)","$155,000 - $165,000 TFR + Annual salary reviews ",Full time
https://www.seek.com.au/job/80026000?type=standard&ref=search-standalone,Mechanical Product Design Engineer,N/A,"Tonsley, Adelaide SA",Mechanical Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79698306?type=standout&ref=search-standalone,Senior Proposals Engineer,Yokogawa Australia & New Zealand ,"Macquarie Park, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79691431?type=standout&ref=search-standalone,Senior Technical Services Engineer,Yokogawa Australia & New Zealand ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80290085?type=standout&ref=search-standalone,Senior Security Engineer,The Decipher Bureau ,Sydney NSW,Security (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79652221?type=standout&ref=search-standalone,BMS Service Technician - Tingalpa QLD,Environmental Automation ,"Tingalpa, Brisbane QLD",Technicians (Trades & Services),"$90,000 – $110,000 per year",Full time
https://www.seek.com.au/job/79685176?type=standard&ref=search-standalone,OSI PI Engineering Technologist,N/A,Perth WA,Engineering - Software (Information & Communication Technology),"$60,000 – $75,000 per year",Full time
https://www.seek.com.au/job/79985020?type=standard&ref=search-standalone,Staff Reliability Engineer,CircuIT Recruitment Group ,Sydney NSW,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79776242?type=standard&ref=search-standalone,Product Support Engineer - Variable Speed Drives,Marathon Electric Australia Limited ,"Rowville, Melbourne VIC",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80154237?type=standout&ref=search-standalone,Electrical Control and Instrumentation Design Engineer,N/A,"Baulkham Hills, Sydney NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80267436?type=standout&ref=search-standalone,Test Automation and Data Engineering Specialist,Accenture ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80083158?type=standard&ref=search-standalone,Industrial Electrician - Automation - $125K + Super + OT,Proactive Technical Recruitment ,"North Melbourne, Melbourne VIC",Electricians (Trades & Services),"$125,000 + Super + OT",Full time
https://www.seek.com.au/job/79649653?type=standout&ref=search-standalone,Computer Engineer,Project Portfolio Management ,"Wollongong, Wollongong, Illawarra & South Coast NSW",Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80141058?type=promoted&ref=search-standalone,IS&T Systems Engineer,Wiggins Island Coal Export Terminal (WICET) ,"Gladstone, Gladstone & Central QLD",Engineering - Network (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80273198?type=promoted&ref=search-standalone,Principal Engineer,"UpperGround by Hudson - Technology, Projects & Transformation ",Melbourne VIC,Developers/Programmers (Information & Communication Technology),Attractive Salary plus bonus scheme,Full time
https://www.seek.com.au/job/79984968?type=standard&ref=search-standalone,Staff Reliability Engineer,CircuIT Recruitment Group ,Melbourne VIC,Engineering - Software (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80202609?type=standout&ref=search-standalone,Subject Matter Experts (SMEs) – Advanced Manufacturing and Engineering,Edutemps Pty Ltd ,Melbourne VIC,"Other (Manufacturing, Transport & Logistics)",Add expected salary to your profile for insights,Casual/Vacation
https://www.seek.com.au/job/79844386?type=standout&ref=search-standalone,Electrical Reliability & Control Engineer,Cement Australia Pty Limited ,"Gladstone, Gladstone & Central QLD",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79985705?type=standout&ref=search-standalone,M&E Engineer,Coffs Harbour Bypass Team ,"Coffs Harbour, Coffs Harbour & North Coast NSW",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79797030?type=standout&ref=search-standalone,Reliability Engineer - Electrical,Cleanaway Operations Pty Ltd ,Melbourne VIC,Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80089152?type=standout&ref=search-standalone,BMS - Project Engineer,Austcorp Executive ,Melbourne VIC,Building Services Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80291324?type=standout&ref=search-standalone,Senior Consultant-Quality Engineering,Planit Test Management Solutions ,Adelaide SA,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80089536?type=standout&ref=search-standalone,BMS - Project Engineer,Austcorp Executive ,Sydney NSW,Building Services Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80145215?type=standard&ref=search-standalone,NSW Service Manager,Synchronous Building Automation ,Sydney NSW,"Management (Manufacturing, Transport & Logistics)",Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80206963?type=standout&ref=search-standalone,Maintenance Team Leader,Dematic Pty Ltd ,"Port of Brisbane, Brisbane QLD",Electricians (Trades & Services),attractive package and great co benefits,Full time
https://www.seek.com.au/job/79984677?type=standout&ref=search-standalone,Quality Engineer - API Test Automation,Attribute Group ,Sydney NSW,Testing & Quality Assurance (Information & Communication Technology),Add expected salary to your profile for insights,Contract/Temp
https://www.seek.com.au/job/79904835?type=standout&ref=search-standalone,Senior Control Systems Engineer (Defence Systems),EOS Group ,"Hume, Canberra ACT",Systems Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/79717602?type=standout&ref=search-standalone,Senior Proposals Engineer,Yokogawa Australia & New Zealand ,"Belmont, Perth WA",Electrical/Electronic Engineering (Engineering),Add expected salary to your profile for insights,Full time
https://www.seek.com.au/job/80296868?type=standout&ref=search-standalone,Project Manager,IOTICS PTY LTD ,"Hilton, Adelaide SA",Project Management (Engineering),$120 – $150 per year,Full time
https://www.seek.com.au/job/80305187?type=standout&ref=search-standalone,Senior Wintel and Virtualisation Engineer,Employ ,"Rhodes, Sydney NSW",Networks & Systems Administration (Information & Communication Technology),as per your experience,Contract/Temp
